Id,Дата визита,Пол,UTM Term,Возраст,Визиты,Посетители,Глубина просмотра,Среднее время на сайте_сек,Средний доход покупки_RUB,Добавили в корзину,Количество покупок,Новые посетители, , , , , , , , , , , 
691,2023-11-05,мужской,search,55 лет и старше,4,3,1.75,38.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
692,2023-11-05,женский,din,35‑44 года,4,4,1.75,73.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
693,2023-11-05,женский,search,25‑34 года,4,4,2.25,60.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
694,2023-11-06,мужской,din,55 лет и старше,4,3,1.75,67.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
695,2023-11-06,мужской,social,,4,4,2.50,142.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
696,2023-11-06,мужской,search,25‑34 года,4,3,1.25,24.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
697,2023-11-06,мужской,search,35‑44 года,4,3,5.50,299.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
698,2023-11-07,,media,,4,4,1.75,136.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
699,2023-11-07,мужской,din,18‑24 года,4,4,3.25,55.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
700,2023-11-07,мужской,media,25‑34 года,4,4,1.00,13.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
701,2023-11-07,женский,din,55 лет и старше,4,4,4.50,188.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
702,2023-11-07,женский,media,45-54 года,4,3,1.00,139.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
703,2023-11-07,женский,search,25‑34 года,4,4,1.00,16.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
704,2023-11-08,женский,din,18‑24 года,4,4,1.50,177.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
705,2023-11-08,женский,media,18‑24 года,4,4,1.00,32.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
706,2023-11-08,женский,search,45-54 года,4,4,1.25,52.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
707,2023-11-09,мужской,din,18‑24 года,4,4,1.00,9.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
708,2023-11-09,женский,din,55 лет и старше,4,4,2.50,733.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
709,2023-11-09,женский,social,,4,3,2.00,286.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
710,2023-11-09,женский,search,55 лет и старше,4,4,2.00,46.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
711,2023-11-10,,social,25‑34 года,4,4,3.75,324.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
712,2023-11-10,мужской,din,55 лет и старше,4,4,2.75,363.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
713,2023-11-10,мужской,media,55 лет и старше,4,3,1.00,115.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
714,2023-11-10,женский,din,45-54 года,4,4,2.25,33.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
715,2023-11-10,женский,search,35‑44 года,4,4,1.75,53.00,7170.00,1.00,1.00,3.00,,,,,,,,,,,
716,2023-11-11,мужской,media,,4,3,1.50,41.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
717,2023-11-11,мужской,media,18‑24 года,4,4,1.25,16.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
718,2023-11-11,женский,search,45-54 года,4,4,1.25,19.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
719,2023-11-12,мужской,din,25‑34 года,4,4,3.00,63.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
720,2023-11-12,мужской,social,,4,4,1.00,15.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
721,2023-11-12,мужской,search,18‑24 года,4,4,1.25,48.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
722,2023-11-12,мужской,search,25‑34 года,4,4,1.50,44.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
723,2023-11-12,женский,search,25‑34 года,4,4,1.00,12.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
724,2023-11-13,,din,,4,4,2.50,122.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
725,2023-11-13,мужской,din,18‑24 года,4,4,1.50,30.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
726,2023-11-13,мужской,din,35‑44 года,4,4,2.25,209.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
727,2023-11-13,мужской,search,45-54 года,4,4,1.75,22.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
728,2023-11-13,женский,media,45-54 года,4,4,2.50,63.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
729,2023-11-14,,media,,4,4,3.75,399.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
730,2023-11-14,мужской,media,25‑34 года,4,4,2.25,61.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
731,2023-11-15,,media,,4,4,2.75,98.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
732,2023-11-15,,social,25‑34 года,4,4,1.75,47.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
733,2023-11-15,мужской,media,55 лет и старше,4,3,3.25,101.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
734,2023-11-16,мужской,social,,4,4,1.00,5.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
735,2023-11-16,женский,media,45-54 года,4,4,1.75,59.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
736,2023-11-16,женский,media,55 лет и старше,4,4,5.00,236.00,136840.00,2.00,1.00,1.00,,,,,,,,,,,
737,2023-11-16,женский,search,18‑24 года,4,4,1.75,41.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
738,2023-11-17,мужской,media,35‑44 года,4,4,3.25,71.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
739,2023-11-17,мужской,social,,4,4,5.25,282.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
740,2023-11-17,женский,search,25‑34 года,4,4,1.25,12.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
741,2023-11-19,мужской,media,45-54 года,4,4,5.00,163.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
742,2023-11-19,женский,media,35‑44 года,4,3,1.00,11.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
743,2023-11-20,мужской,media,55 лет и старше,4,4,3.25,96.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
744,2023-11-20,женский,search,18‑24 года,4,4,1.00,11.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
745,2023-11-21,мужской,media,55 лет и старше,4,4,2.25,84.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
746,2023-11-21,мужской,social,,4,4,2.00,37.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
747,2023-11-21,женский,media,25‑34 года,4,2,1.00,28.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
748,2023-11-21,женский,media,45-54 года,4,4,3.00,88.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
749,2023-11-22,,media,,4,4,1.75,24.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
750,2023-11-22,женский,social,55 лет и старше,4,4,5.50,311.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
751,2023-11-23,женский,search,55 лет и старше,4,4,1.00,16.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
752,2023-11-24,мужской,media,45-54 года,4,4,2.25,38.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
753,2023-11-25,мужской,search,,4,4,1.00,14.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
754,2023-11-25,мужской,search,младше 18 лет,4,4,1.75,51.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
755,2023-11-25,женский,search,18‑24 года,4,4,1.00,19.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
756,2023-11-25,женский,search,25‑34 года,4,4,1.00,11.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
757,2023-11-25,женский,search,45-54 года,4,4,2.25,26.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
758,2023-11-25,женский,search,55 лет и старше,4,3,1.00,22.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
759,2023-11-26,мужской,search,,4,3,1.50,176.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
760,2023-11-26,женский,search,18‑24 года,4,4,1.50,36.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
761,2023-11-27,,media,,4,4,3.00,41.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
762,2023-11-27,мужской,media,55 лет и старше,4,4,4.75,146.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
763,2023-11-27,мужской,social,,4,4,1.00,23.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
764,2023-11-27,женский,search,25‑34 года,4,4,1.25,54.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
765,2023-11-28,мужской,media,35‑44 года,4,4,4.25,165.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
766,2023-11-28,женский,search,18‑24 года,4,4,1.50,35.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
767,2023-11-29,мужской,media,55 лет и старше,4,4,6.50,259.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
768,2023-11-29,женский,media,45-54 года,4,4,2.75,69.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
769,2023-11-29,женский,search,25‑34 года,4,4,3.75,532.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
770,2023-11-29,женский,search,35‑44 года,4,2,2.25,123.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
771,2023-11-30,мужской,media,25‑34 года,4,3,1.25,9.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
772,2023-11-30,женский,search,25‑34 года,4,3,1.75,30.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
773,2023-11-01,мужской,din,25‑34 года,3,1,2.00,397.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
774,2023-11-01,мужской,media,45-54 года,3,2,1.00,10.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
775,2023-11-01,мужской,social,,3,3,1.00,11.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
776,2023-11-01,мужской,search,25‑34 года,3,3,1.33,39.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
777,2023-11-01,мужской,search,45-54 года,3,3,6.67,1272.00,31160.00,1.00,1.00,2.00,,,,,,,,,,,
778,2023-11-01,женский,media,45-54 года,3,2,1.00,12.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
779,2023-11-01,женский,search,25‑34 года,3,2,1.33,38.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
780,2023-11-02,,social,45-54 года,3,3,4.33,69.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
781,2023-11-02,мужской,media,35‑44 года,3,3,3.33,227.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
782,2023-11-03,,social,18‑24 года,3,2,1.00,10.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
783,2023-11-03,,social,25‑34 года,3,2,5.00,614.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
784,2023-11-03,мужской,din,25‑34 года,3,3,1.00,365.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
785,2023-11-03,мужской,search,45-54 года,3,3,2.00,178.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
786,2023-11-03,мужской,search,55 лет и старше,3,3,2.67,143.00,79170.00,0.00,1.00,1.00,,,,,,,,,,,
787,2023-11-03,женский,din,35‑44 года,3,2,1.33,48.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
788,2023-11-03,женский,media,35‑44 года,3,3,2.33,63.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
789,2023-11-03,женский,search,25‑34 года,3,3,2.00,158.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
790,2023-11-04,,din,,3,3,1.67,76.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
791,2023-11-04,мужской,social,,3,3,1.33,29.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
792,2023-11-04,мужской,search,18‑24 года,3,3,1.67,27.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
793,2023-11-05,,social,18‑24 года,3,3,1.67,17.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
794,2023-11-05,,social,45-54 года,3,1,2.67,61.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
795,2023-11-05,мужской,din,25‑34 года,3,3,1.00,323.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
796,2023-11-05,мужской,search,25‑34 года,3,3,3.33,92.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
797,2023-11-05,женский,din,45-54 года,3,2,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
798,2023-11-06,мужской,din,25‑34 года,3,3,3.00,57.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
799,2023-11-06,мужской,din,35‑44 года,3,3,1.33,19.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
800,2023-11-06,женский,search,45-54 года,3,3,1.33,32.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
801,2023-11-07,,social,35‑44 года,3,2,6.00,235.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
802,2023-11-07,мужской,search,младше 18 лет,3,2,2.67,161.00,11960.00,1.00,1.00,2.00,,,,,,,,,,,
803,2023-11-07,мужской,search,18‑24 года,3,3,1.33,32.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
804,2023-11-07,женский,social,,3,3,1.33,26.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
805,2023-11-07,женский,social,младше 18 лет,3,2,1.33,160.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
806,2023-11-07,женский,search,младше 18 лет,3,3,1.00,14.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
807,2023-11-08,,din,25‑34 года,3,3,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
808,2023-11-08,,media,55 лет и старше,3,3,1.33,230.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
809,2023-11-08,,social,18‑24 года,3,3,2.00,41.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
810,2023-11-08,,social,55 лет и старше,3,3,1.67,14.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
811,2023-11-08,мужской,din,18‑24 года,3,3,1.33,608.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
812,2023-11-09,женский,din,18‑24 года,3,3,5.00,152.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
813,2023-11-09,женский,media,,3,3,1.00,53.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
814,2023-11-09,женский,media,младше 18 лет,3,2,1.00,13.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
815,2023-11-09,женский,media,25‑34 года,3,2,1.00,77.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
816,2023-11-10,мужской,social,,3,3,7.00,170.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
817,2023-11-10,женский,media,55 лет и старше,3,3,1.00,22.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
818,2023-11-10,женский,search,18‑24 года,3,3,1.00,5.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
819,2023-11-11,,media,55 лет и старше,3,3,1.00,20.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
820,2023-11-11,женский,din,45-54 года,3,2,4.00,65.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
821,2023-11-11,женский,media,,3,2,1.00,25.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
822,2023-11-11,женский,search,25‑34 года,3,3,1.00,15.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
823,2023-11-11,женский,search,55 лет и старше,3,3,1.00,10.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
824,2023-11-12,,media,55 лет и старше,3,1,1.00,459.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
825,2023-11-12,женский,social,55 лет и старше,3,3,4.67,117.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
826,2023-11-12,женский,search,18‑24 года,3,3,1.67,165.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
827,2023-11-13,мужской,din,25‑34 года,3,3,1.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
828,2023-11-13,женский,din,35‑44 года,3,3,2.00,570.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
829,2023-11-13,женский,search,18‑24 года,3,3,1.00,10.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
830,2023-11-13,женский,search,35‑44 года,3,3,1.00,13.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
831,2023-11-13,женский,search,45-54 года,3,3,1.00,5.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
832,2023-11-14,,social,25‑34 года,3,3,7.00,292.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
833,2023-11-14,мужской,din,55 лет и старше,3,3,1.00,35.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
834,2023-11-14,мужской,media,45-54 года,3,3,3.00,54.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
835,2023-11-14,женский,search,18‑24 года,3,3,2.33,98.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
836,2023-11-15,мужской,media,35‑44 года,3,3,13.00,643.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
837,2023-11-15,мужской,search,55 лет и старше,3,3,1.00,6.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
838,2023-11-15,женский,search,младше 18 лет,3,3,6.67,247.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
839,2023-11-16,,media,,3,3,4.33,96.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
840,2023-11-16,мужской,media,35‑44 года,3,2,2.33,33.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
841,2023-11-16,мужской,media,45-54 года,3,3,3.33,38.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
842,2023-11-16,женский,search,55 лет и старше,3,3,1.33,23.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
843,2023-11-17,,social,25‑34 года,3,3,5.33,89.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
844,2023-11-17,женский,search,младше 18 лет,3,3,2.00,19.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
845,2023-11-17,женский,search,18‑24 года,3,3,1.00,5.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
846,2023-11-18,мужской,media,45-54 года,3,3,2.33,83.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
847,2023-11-18,женский,media,55 лет и старше,3,3,2.67,163.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
848,2023-11-18,женский,search,18‑24 года,3,3,1.33,65.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
849,2023-11-18,женский,search,55 лет и старше,3,2,8.00,1206.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
850,2023-11-19,,social,25‑34 года,3,3,1.33,14.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
851,2023-11-19,женский,social,,3,3,14.67,1337.00,27980.00,1.00,1.00,2.00,,,,,,,,,,,
852,2023-11-19,женский,search,55 лет и старше,3,3,2.33,229.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
853,2023-11-20,,media,,3,3,1.67,28.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
854,2023-11-20,,social,25‑34 года,3,3,1.67,22.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
855,2023-11-20,мужской,media,25‑34 года,3,3,3.00,85.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
856,2023-11-20,мужской,search,младше 18 лет,3,3,1.33,19.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
857,2023-11-20,женский,search,младше 18 лет,3,3,2.00,307.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
858,2023-11-20,женский,search,45-54 года,3,3,4.67,230.00,13870.00,1.00,1.00,2.00,,,,,,,,,,,
859,2023-11-21,мужской,media,35‑44 года,3,3,2.33,53.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
860,2023-11-22,мужской,media,25‑34 года,3,3,5.67,104.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
861,2023-11-23,,search,45-54 года,3,2,1.67,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
862,2023-11-23,мужской,media,25‑34 года,3,3,7.33,447.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
863,2023-11-23,мужской,search,младше 18 лет,3,3,2.67,34.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
864,2023-11-23,женский,media,45-54 года,3,3,1.33,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
865,2023-11-23,женский,media,55 лет и старше,3,2,3.67,79.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
866,2023-11-24,,media,,3,3,1.67,12.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
867,2023-11-24,мужской,media,25‑34 года,3,3,1.33,20.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
868,2023-11-24,мужской,media,35‑44 года,3,3,3.67,133.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
869,2023-11-24,мужской,search,младше 18 лет,3,3,1.00,14.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
870,2023-11-25,,media,,3,3,3.67,122.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
871,2023-11-25,мужской,search,55 лет и старше,3,3,2.67,103.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
872,2023-11-25,женский,media,45-54 года,3,2,4.33,561.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
873,2023-11-25,женский,search,35‑44 года,3,3,1.67,25.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
874,2023-11-26,мужской,media,35‑44 года,3,3,4.33,65.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
875,2023-11-26,мужской,search,55 лет и старше,3,3,1.00,19.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
876,2023-11-26,женский,media,55 лет и старше,3,3,4.00,880.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
877,2023-11-26,женский,search,младше 18 лет,3,3,1.67,98.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
878,2023-11-27,женский,media,18‑24 года,3,3,2.33,41.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
879,2023-11-28,женский,media,45-54 года,3,3,2.00,29.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
880,2023-11-29,женский,search,55 лет и старше,3,3,2.33,257.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
881,2023-11-30,,media,,3,3,3.33,77.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
882,2023-11-30,мужской,search,45-54 года,3,2,1.00,17.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
883,2023-11-30,женский,media,45-54 года,3,3,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
884,2023-11-30,женский,media,55 лет и старше,3,3,5.00,166.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
885,2023-11-01,,social,35‑44 года,2,2,6.00,122.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
886,2023-11-01,мужской,media,18‑24 года,2,2,1.00,8.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
887,2023-11-01,мужской,social,младше 18 лет,2,2,1.50,46.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
888,2023-11-01,женский,search,45-54 года,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
889,2023-11-02,,social,55 лет и старше,2,1,1.50,399.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
890,2023-11-02,мужской,search,55 лет и старше,2,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
891,2023-11-02,женский,media,35‑44 года,2,2,1.00,7.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
892,2023-11-02,женский,search,18‑24 года,2,1,10.00,492.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
893,2023-11-02,женский,search,25‑34 года,2,2,1.50,49.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
894,2023-11-02,женский,search,45-54 года,2,2,3.00,65.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
895,2023-11-03,,social,35‑44 года,2,2,3.50,68.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
896,2023-11-03,мужской,din,18‑24 года,2,2,1.50,36.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
897,2023-11-03,мужской,din,35‑44 года,2,2,5.00,350.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
898,2023-11-03,женский,din,25‑34 года,2,2,1.00,14.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
899,2023-11-03,женский,din,55 лет и старше,2,2,1.00,17.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
900,2023-11-04,мужской,media,55 лет и старше,2,1,1.00,7.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
901,2023-11-04,мужской,search,младше 18 лет,2,2,1.50,45.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
902,2023-11-04,мужской,search,55 лет и старше,2,2,7.00,1399.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
903,2023-11-04,женский,din,35‑44 года,2,2,3.50,178.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
904,2023-11-04,женский,media,младше 18 лет,2,2,1.00,32.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
905,2023-11-04,женский,media,55 лет и старше,2,1,1.00,11.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
906,2023-11-05,,social,35‑44 года,2,2,3.50,160.00,5940.00,1.00,1.00,2.00,,,,,,,,,,,
907,2023-11-05,мужской,din,45-54 года,2,2,1.00,31.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
908,2023-11-05,женский,din,18‑24 года,2,2,1.00,11.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
909,2023-11-05,женский,search,18‑24 года,2,2,1.50,33.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
910,2023-11-06,мужской,din,45-54 года,2,2,2.50,58.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
911,2023-11-06,мужской,search,55 лет и старше,2,2,2.00,57.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
912,2023-11-06,женский,din,18‑24 года,2,2,1.00,19.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
913,2023-11-06,женский,search,18‑24 года,2,2,2.00,18.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
914,2023-11-07,,social,18‑24 года,2,2,1.00,0.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
915,2023-11-07,женский,media,,2,1,1.00,47.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
916,2023-11-07,женский,media,55 лет и старше,2,2,2.50,91.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
917,2023-11-08,,din,младше 18 лет,2,1,1.00,182.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
918,2023-11-08,,media,младше 18 лет,2,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
919,2023-11-08,мужской,,45-54 года,2,1,4.00,58.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
920,2023-11-08,мужской,media,18‑24 года,2,2,1.00,5.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
921,2023-11-08,женский,media,младше 18 лет,2,2,1.50,1405.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
922,2023-11-08,женский,social,,2,2,1.50,9.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
923,2023-11-08,женский,search,18‑24 года,2,2,1.50,19.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
